round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,kurtosis_honest,kurtosis_attacker
0,0.4535802520820933,0.64423125,2.655499217903614,0.905982905982906,18.75446367263794,5.028737664222717,50,0.828125,1.0,-0.0005559027194976807,26.80580759048462
1,0.6722028416137737,0.35828125,7.273945787906647,1.0,18.711511850357056,2.4096983075141907,50,1.0,1.0,-0.00596638023853302,297.22362518310547
2,0.8682905529627654,0.5100750000000001,8.311193323087693,1.0,18.722627758979797,6.844741940498352,20,1.0,1.0,0.0004022568464279175,234.4381332397461
3,0.9557395887754375,0.231225,20.093348643398286,0.8907563025210083,18.712814807891846,7.595478057861328,20,0.803030303030303,1.0,0.003037482500076294,71.59872627258301
4,1.0431886245881097,0.48465,14.984104285144806,0.8907563025210083,18.718873381614685,4.671497583389282,20,0.803030303030303,1.0,0.0038262754678726196,321.37316131591797
