round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall
0,0.0,0.77315,0.6864483083605766,0.8235294117647058,1.0483946055173874,3.1608049869537354,,1.0,0.7
1,0.0,0.769175,0.7106130166351795,1.0,0.3333871401846409,1.037691593170166,,1.0,1.0
2,0.0,0.816975,0.5898597377240657,0.8235294117647058,0.2693539597094059,0.9833641350269318,,1.0,0.7
