round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall
0,0.0,0.77315,0.6864483083605766,0.8235294117647058,1.0483946055173874,3.1608049869537354,,1.0,0.7
1,0.0,0.7703375000000001,0.7109683844327926,0.8235294117647058,0.3333871401846409,1.055281639099121,,1.0,0.7
2,0.0,0.8169875,0.5940366728186607,0.8235294117647058,0.26946740970015526,1.0074463784694672,,1.0,0.7
